schema_version,catalog,run_index,run_seed,target_index,abort_ordinal,status,dv_mag_m_per_s,dv_second_burn_m_per_s,coast_min_range_m,bounded_min_range_m,clearance_m,keep_out_radius_m,clear_margin_m
1.1,SL-16 / Zenit-2 second stage,332,10657360349971043555,3,1,Clean,0.181030,0.000000,303.5938,303.5936,103.5938,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,336,6669425430047034797,1,1,Clean,0.151911,0.000000,264.6681,264.6680,64.6681,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,340,6143729322837638836,1,1,BoundedClearing,0.284998,0.000000,220.1953,220.1932,20.1953,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,340,6143729322837638836,4,2,Clean,0.086614,0.000000,295.7306,295.7306,95.7306,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,341,14457486994283216390,0,1,Clean,0.064988,0.000000,297.4982,297.4982,97.4982,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,342,11427290515635121422,2,1,Clean,0.117282,0.000000,308.7580,308.7579,108.7580,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,342,11427290515635121422,3,2,Clean,0.040540,0.000000,326.6816,326.6816,126.6816,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,344,2519323518970502723,2,1,Clean,0.027700,0.000000,391.1668,391.1666,191.1668,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,344,2519323518970502723,3,2,Clean,0.057003,0.000000,271.7428,271.7428,71.7428,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,345,15003201578000621816,2,1,Clean,0.061799,0.000000,418.7727,418.7727,218.7727,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,346,16772645844202178797,2,1,Clean,0.030713,0.000000,294.5390,294.5389,94.5390,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,350,9028399884438986021,2,1,Clean,0.080709,0.000000,223.5247,223.5245,23.5247,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,353,116598205871080422,1,1,Clean,0.089878,0.000000,368.1856,368.1853,168.1856,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,353,116598205871080422,3,2,Clean,0.110676,0.000000,327.8497,327.8496,127.8497,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,355,15499118094499348425,1,1,Clean,0.027332,0.000000,396.1805,396.1805,196.1805,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,355,15499118094499348425,3,2,Clean,0.032311,0.000000,403.0135,403.0135,203.0135,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,358,15706803348615956651,1,1,Clean,0.049283,0.000000,415.9570,415.9569,215.9570,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,359,1660488134296263483,2,1,Clean,0.104836,0.000000,266.6199,266.6195,66.6199,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,361,17101566876557280734,0,1,Clean,0.062680,0.000000,303.2659,303.2657,103.2659,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,361,17101566876557280734,4,2,Clean,0.060657,0.000000,324.4911,324.4910,124.4911,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,362,12275429356454120517,1,1,Clean,0.045651,0.000000,321.4967,321.4967,121.4967,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,363,4928522608155390579,0,1,Clean,0.085049,0.000000,297.5328,297.5325,97.5328,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,363,4928522608155390579,2,2,Clean,0.040342,0.000000,425.3707,425.3707,225.3707,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,366,16570414216204612737,0,1,Clean,0.184755,0.000000,232.3122,232.3117,32.3122,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,367,14123897580917316267,2,1,Clean,0.075467,0.000000,370.3022,370.3020,170.3022,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,368,13859600024052759465,1,1,Clean,0.031030,0.000000,401.2166,401.2166,201.2166,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,369,12023056619220616111,3,1,Clean,0.111209,0.000000,384.9205,384.9201,184.9205,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,369,12023056619220616111,4,2,Clean,0.100892,0.000000,306.2457,306.2456,106.2457,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,374,17106859386188749062,3,1,Clean,0.048244,0.000000,313.6021,313.6020,113.6021,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,375,7544586792293302418,3,1,Clean,0.155657,0.000000,342.2017,342.2013,142.2017,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,378,3267259891491832556,0,1,Clean,0.042308,0.000000,279.8820,279.8820,79.8820,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,378,3267259891491832556,3,2,Clean,0.086704,0.000000,349.3344,349.3340,149.3344,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,379,3798177060549536890,3,1,Clean,0.035977,0.000000,349.2498,349.2498,149.2498,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,380,386294678010113173,1,1,Clean,0.068686,0.000000,483.6888,483.6887,283.6888,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,380,386294678010113173,2,2,Clean,0.097840,0.000000,233.0321,233.0318,33.0321,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,381,14827061245536190139,2,1,Clean,0.106852,0.000000,287.4281,287.4277,87.4281,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,382,17493156172629294650,1,1,Clean,0.206395,0.000000,297.9722,297.9716,97.9722,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,385,15250284036009637530,3,1,Clean,0.073217,0.000000,284.5606,284.5605,84.5606,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,386,15924796310990357785,0,1,Clean,0.056276,0.000000,396.7071,396.7070,196.7071,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,386,15924796310990357785,2,2,Clean,0.060063,0.000000,349.9541,349.9540,149.9541,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,394,5048861416553708681,2,1,Clean,0.067851,0.000000,364.3326,364.3326,164.3326,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,397,8309291482647733527,2,1,Clean,0.054892,0.000000,369.0483,369.0483,169.0483,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,400,9136331888086717448,3,1,Clean,0.124449,0.000000,369.5379,369.5378,169.5379,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,401,1051390666196353678,0,1,Clean,0.053429,0.000000,377.3442,377.3441,177.3442,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,401,1051390666196353678,1,2,Clean,0.172202,0.000000,256.3371,256.3369,56.3371,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,405,6527659873027405424,1,1,Clean,0.037381,0.000000,271.3559,271.3558,71.3559,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,406,6586970646835421869,2,1,Clean,0.080682,0.000000,339.7559,339.7558,139.7559,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,407,17103564954570869122,1,1,Clean,0.024247,0.000000,434.7331,434.7331,234.7331,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,414,6476618962933310724,3,1,Clean,0.053145,0.000000,372.5093,372.5093,172.5093,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,417,9418252606077327094,1,1,Clean,0.103805,0.000000,410.9383,410.9382,210.9383,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,418,12363623317567394592,2,1,Clean,0.063825,0.000000,415.5898,415.5896,215.5898,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,419,12959048923199747302,3,1,Clean,0.111423,0.000000,319.7214,319.7212,119.7214,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,420,16925889326134249324,0,1,Clean,0.043747,0.000000,322.8963,322.8962,122.8963,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,425,8200061723373195463,0,1,Clean,0.027210,0.000000,320.4600,320.4599,120.4600,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,425,8200061723373195463,4,2,Clean,0.018450,0.000000,341.3286,341.3285,141.3286,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,426,1244364388472922724,0,1,Clean,0.081193,0.000000,342.5370,342.5370,142.5370,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,426,1244364388472922724,1,2,Clean,0.130865,0.000000,316.4029,316.4026,116.4029,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,429,10742685976011764591,1,1,Clean,0.099470,0.000000,396.9855,396.9855,196.9855,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,429,10742685976011764591,4,2,Clean,0.124757,0.000000,313.0715,313.0711,113.0715,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,430,13255747267296308794,3,1,Clean,0.046161,0.000000,292.8512,292.8511,92.8512,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,431,9998426436112228232,0,1,Clean,0.200848,0.000000,260.7372,260.7366,60.7372,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,432,1236017942537120678,2,1,Clean,0.009977,0.000000,393.5486,393.5486,193.5486,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,433,16619111294588425215,1,1,Clean,0.060921,0.000000,307.4792,307.4789,107.4792,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,433,16619111294588425215,2,2,Clean,0.008452,0.000000,430.6044,430.6044,230.6044,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,434,597130521758897679,1,1,Clean,0.044170,0.000000,343.6826,343.6825,143.6826,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,437,38270141431231878,1,1,Clean,0.061226,0.000000,362.9506,362.9505,162.9506,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,439,16574535529890273851,3,1,Clean,0.117164,0.000000,292.5047,292.5046,92.5047,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,442,4358547562049505544,0,1,Clean,0.090712,0.000000,315.3480,315.3477,115.3480,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,442,4358547562049505544,1,2,Clean,0.089838,0.000000,334.4846,334.4843,134.4846,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,442,4358547562049505544,2,3,Clean,0.117167,0.000000,275.8465,275.8464,75.8465,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,444,5081062813330371261,3,1,Clean,0.029738,0.000000,342.1393,342.1392,142.1393,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,445,8396045886402577061,3,1,Clean,0.020647,0.000000,420.1205,420.1205,220.1205,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,446,7865984858108998340,0,1,Clean,0.115015,0.000000,278.2959,278.2957,78.2959,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,450,10230471490917831186,0,1,Clean,0.004926,0.000000,407.5588,407.5588,207.5588,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,453,11334474303900480930,2,1,Clean,0.126625,0.000000,390.8309,390.8306,190.8309,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,455,5585726339775300765,1,1,Clean,0.019810,0.000000,366.6357,366.6357,166.6357,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,458,8273491488476813534,2,1,Clean,0.066558,0.000000,299.3746,299.3744,99.3746,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,460,4116084491419966480,0,1,BoundedClearing,0.205784,0.000000,220.1762,220.1752,20.1762,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,462,4836564174710908726,2,1,Clean,0.100726,0.000000,307.8013,307.8012,107.8013,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,463,10462062618766700371,2,1,Clean,0.072178,0.000000,279.6278,279.6278,79.6278,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,463,10462062618766700371,4,2,Clean,0.044108,0.000000,323.7592,323.7590,123.7592,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,464,8947108565479391677,0,1,Clean,0.043404,0.000000,381.2424,381.2424,181.2424,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,467,15789592004413526265,2,1,Clean,0.046525,0.000000,408.1535,408.1534,208.1535,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,470,5537245410691756929,2,1,Clean,0.072535,0.000000,404.1289,404.1289,204.1289,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,473,12652260982050509895,3,1,Clean,0.055760,0.000000,372.7775,372.7775,172.7775,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,475,1322963352264702924,1,1,Clean,0.016000,0.000000,362.7903,362.7903,162.7903,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,475,1322963352264702924,4,2,Clean,0.045799,0.000000,360.1068,360.1068,160.1068,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,477,16148147576039974412,1,1,Clean,0.029255,0.000000,430.2883,430.2883,230.2883,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,478,13794239910051864002,1,1,Clean,0.118334,0.000000,253.5948,253.5947,53.5948,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,480,17402163812747908502,3,1,Clean,0.028870,0.000000,351.3700,351.3699,151.3700,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,482,16911071813726026460,3,1,Clean,0.068472,0.000000,326.2418,326.2416,126.2418,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,483,12487068001353017505,0,1,Clean,0.013821,0.000000,400.7583,400.7583,200.7583,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,483,12487068001353017505,1,2,Clean,0.044514,0.000000,414.9553,414.9553,214.9553,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,484,7534662088459513496,3,1,Clean,0.037695,0.000000,447.1912,447.1911,247.1912,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,484,7534662088459513496,4,2,Clean,0.150986,0.000000,307.5250,307.5249,107.5250,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,485,13544434707579155526,1,1,Clean,0.063812,0.000000,368.8766,368.8765,168.8766,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,485,13544434707579155526,2,2,Clean,0.034858,0.000000,426.2220,426.2219,226.2220,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,488,1069772373161245168,0,1,Clean,0.027515,0.000000,401.2719,401.2719,201.2719,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,489,304587148300297438,1,1,Clean,0.113081,0.000000,313.0984,313.0983,113.0984,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,490,9593407454170776422,1,1,BoundedClearing,0.311002,0.000000,220.3237,220.3241,20.3237,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,493,16944446320166563125,0,1,Clean,0.062767,0.000000,410.0171,410.0170,210.0171,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,494,15205770476205504097,1,1,Clean,0.095303,0.000000,289.5440,289.5437,89.5440,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,495,9664209209412172665,1,1,Clean,0.125649,0.000000,343.8883,343.8881,143.8883,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,498,4395283256117578247,2,1,Clean,0.011153,0.000000,335.6044,335.6044,135.6044,200.0,20.0
1.1,SL-16 / Zenit-2 second stage,499,1270852133170026216,2,1,Clean,0.118152,0.000000,302.5306,302.5302,102.5306,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,3,9501926910669925919,2,1,Clean,0.092718,0.000000,345.0537,345.0536,145.0537,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,8,4590414574699275112,0,1,Clean,0.050986,0.000000,372.9011,372.9006,172.9011,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,8,4590414574699275112,3,2,Clean,0.019326,0.000000,349.5739,349.5738,149.5739,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,10,4794469557716662183,3,1,Clean,0.024194,0.000000,404.5852,404.5852,204.5852,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,11,3785181094241667377,1,1,Clean,0.058385,0.000000,311.7600,311.7599,111.7600,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,13,4686384457862221132,0,1,Clean,0.025781,0.000000,380.3559,380.3557,180.3559,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,14,2347929816081889226,1,1,Clean,0.090730,0.000000,296.1055,296.1054,96.1055,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,19,3111521517743452796,3,1,Clean,0.126378,0.000000,316.6008,316.6007,116.6008,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,22,6768678185038708377,1,1,Clean,0.037463,0.000000,385.9749,385.9745,185.9749,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,22,6768678185038708377,2,2,Clean,0.107616,0.000000,361.2425,361.2425,161.2425,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,26,13384450859221977924,2,1,Clean,0.096661,0.000000,280.8980,280.8979,80.8980,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,26,13384450859221977924,3,2,Clean,0.142078,0.000000,274.6991,274.6982,74.6991,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,33,11033405730865082165,0,1,Clean,0.047649,0.000000,352.1865,352.1860,152.1865,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,35,2954143561309043572,2,1,Clean,0.139353,0.000000,337.6705,337.6704,137.6705,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,36,2993230109214221745,0,1,Clean,0.021192,0.000000,417.6047,417.6047,217.6047,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,46,7247752405919641601,0,1,Clean,0.053377,0.000000,343.9558,343.9551,143.9558,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,49,6357939871721252697,1,1,Clean,0.034505,0.000000,384.1194,384.1191,184.1194,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,55,15075626775310593712,2,1,Clean,0.031750,0.000000,460.8133,460.8133,260.8133,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,56,10757009544649847026,2,1,Clean,0.055705,0.000000,399.8160,399.8160,199.8160,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,57,2868715043111883121,1,1,Clean,0.070893,0.000000,260.8378,260.8370,60.8378,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,67,17853160298431406427,3,1,Clean,0.025766,0.000000,403.0653,403.0653,203.0653,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,68,16513294107662578338,2,1,Clean,0.063839,0.000000,333.0270,333.0270,133.0270,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,70,601975081830037133,1,1,Clean,0.014845,0.000000,374.9840,374.9840,174.9840,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,71,969955678781349707,3,1,Clean,0.040583,0.000000,345.0173,345.0173,145.0173,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,71,969955678781349707,4,2,Clean,0.059638,0.000000,317.8211,317.8206,117.8211,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,72,14938999837213807255,3,1,Clean,0.031531,0.000000,423.9049,423.9049,223.9049,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,73,7212231998610841089,1,1,Clean,0.118635,0.000000,303.4055,303.4054,103.4055,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,74,4114659009161236061,3,1,Clean,0.118870,0.000000,320.2269,320.2268,120.2269,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,75,9473836844610792921,2,1,Clean,0.084697,0.000000,302.4904,302.4904,102.4904,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,81,14092832204976978220,0,1,Clean,0.028155,0.000000,362.1438,362.1438,162.1438,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,81,14092832204976978220,4,2,Clean,0.038205,0.000000,402.0081,402.0076,202.0081,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,83,11238325474417108488,3,1,Clean,0.056185,0.000000,374.0956,374.0952,174.0956,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,87,10509508361043868084,3,1,Clean,0.049582,0.000000,406.1188,406.1184,206.1188,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,87,10509508361043868084,4,2,Clean,0.100777,0.000000,379.9552,379.9545,179.9552,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,88,7134996023016221808,0,1,BoundedClearing,0.218219,0.000000,220.3699,220.3672,20.3699,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,88,7134996023016221808,2,2,Clean,0.170346,0.000000,260.8776,260.8774,60.8776,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,88,7134996023016221808,4,3,Clean,0.093822,0.000000,350.7619,350.7618,150.7619,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,89,783248001608769972,3,1,Clean,0.171591,0.000000,225.0524,225.0521,25.0524,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,89,783248001608769972,4,2,Clean,0.055505,0.000000,344.2007,344.2007,144.2007,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,92,1552097006932217933,1,1,Clean,0.069620,0.000000,309.8123,309.8116,109.8123,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,93,13326039660222132049,0,1,Clean,0.121010,0.000000,334.4571,334.4570,134.4571,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,93,13326039660222132049,3,2,Clean,0.057783,0.000000,337.1113,337.1108,137.1113,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,94,11235125496851047854,1,1,Clean,0.036726,0.000000,395.8456,395.8454,195.8456,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,97,5558047676813827782,1,1,Clean,0.026952,0.000000,445.8844,445.8844,245.8844,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,97,5558047676813827782,4,2,Clean,0.048310,0.000000,385.7607,385.7601,185.7607,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,98,6170313548543517533,3,1,Clean,0.012372,0.000000,429.7471,429.7470,229.7471,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,99,3795023122292842223,0,1,BoundedClearing,0.195595,0.000000,220.0544,220.0547,20.0544,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,100,16648612187199434007,2,1,Clean,0.023781,0.000000,395.0236,395.0235,195.0236,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,100,16648612187199434007,4,2,Clean,0.155154,0.000000,239.1016,239.1002,39.1016,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,101,1111846695446137512,0,1,Clean,0.089119,0.000000,263.6878,263.6869,63.6878,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,101,1111846695446137512,1,2,Clean,0.054121,0.000000,357.7835,357.7834,157.7835,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,101,1111846695446137512,4,3,Clean,0.048035,0.000000,338.1146,338.1142,138.1146,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,102,16126919220140356667,2,1,Clean,0.181217,0.000000,242.8825,242.8823,42.8825,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,102,16126919220140356667,3,2,Clean,0.044554,0.000000,259.5916,259.5915,59.5916,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,103,8288251776394186394,2,1,Clean,0.126674,0.000000,275.3613,275.3599,75.3613,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,105,7269560141380132307,2,1,Clean,0.032662,0.000000,337.2840,337.2840,137.2840,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,105,7269560141380132307,4,2,Clean,0.081080,0.000000,374.7208,374.7203,174.7208,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,106,15967033882521942163,1,1,Clean,0.042022,0.000000,352.2984,352.2980,152.2984,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,108,8186724034393272393,2,1,Clean,0.054007,0.000000,356.2993,356.2992,156.2993,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,110,3515963024753989654,2,1,Clean,0.107332,0.000000,337.1773,337.1772,137.1773,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,111,2704205146015443972,2,1,Clean,0.042849,0.000000,405.7112,405.7110,205.7112,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,115,15208258332439603515,1,1,Clean,0.063049,0.000000,321.8394,321.8387,121.8394,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,117,11999799007654435368,3,1,Clean,0.047500,0.000000,409.8361,409.8359,209.8361,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,118,16060992619936072127,1,1,Clean,0.097831,0.000000,311.5773,311.5763,111.5773,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,118,16060992619936072127,4,2,Clean,0.056161,0.000000,328.1415,328.1411,128.1415,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,119,12952988719095225578,0,1,BoundedClearing,0.165751,0.000000,220.0002,220.0003,20.0002,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,120,7747170027883190038,1,1,Clean,0.024138,0.000000,380.2891,380.2888,180.2891,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,122,688966095470808674,2,1,Clean,0.065780,0.000000,339.1667,339.1666,139.1667,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,128,3335535302802798901,0,1,Clean,0.016488,0.000000,399.6826,399.6826,199.6826,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,129,1449631852543959691,0,1,Clean,0.074353,0.000000,375.8896,375.8889,175.8896,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,133,752925886433114568,1,1,Clean,0.067791,0.000000,385.3841,385.3836,185.3841,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,138,1031779477943803934,0,1,Clean,0.092837,0.000000,305.9338,305.9329,105.9338,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,140,8400171588754367543,2,1,Clean,0.042351,0.000000,425.2981,425.2981,225.2981,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,141,7048917618887378252,3,1,Clean,0.010505,0.000000,417.9720,417.9720,217.9720,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,153,5802533352399796862,2,1,Clean,0.073825,0.000000,372.1158,372.1153,172.1158,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,153,5802533352399796862,3,2,Clean,0.033144,0.000000,361.2813,361.2809,161.2813,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,155,8062226699838679215,1,1,Clean,0.121595,0.000000,280.6218,280.6208,80.6218,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,156,14536084335639664089,3,1,Clean,0.042216,0.000000,283.8578,283.8572,83.8578,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,158,3660248876460784184,1,1,Clean,0.061244,0.000000,390.1869,390.1869,190.1869,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,159,12189793892867761446,0,1,Clean,0.138130,0.000000,258.2027,258.2015,58.2027,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,160,15727324899745451142,1,1,BoundedClearing,0.265971,0.000000,220.1758,220.1749,20.1758,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,165,5516731164397358252,1,1,Clean,0.188499,0.000000,242.6306,242.6290,42.6306,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,168,1786696015476084096,1,1,Clean,0.128707,0.000000,391.4474,391.4467,191.4474,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,169,12481822691716908405,1,1,Clean,0.054961,0.000000,359.3392,359.3391,159.3392,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,170,15436259963130299156,0,1,Clean,0.061849,0.000000,349.9732,349.9730,149.9732,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,170,15436259963130299156,4,2,Clean,0.021933,0.000000,341.2711,341.2709,141.2711,200.0,20.0
